"The labour force among permanent residents aged 18-65 years by time, quarter, district, place of residence, age and gender <em>[ARESTK1]</em> "

"time","district","age","gender","Labour force in average per month","Unemployment in average per month"
"2013","Qaqortoq","50-54 years","Women",113,6
"2013","Qaqortoq","55-59 years","Men",86,5
"2013","Qaqortoq","55-59 years","Women",79,4
"2013","Qaqortoq","Over 60 years","Men",64,10
"2013","Qaqortoq","Over 60 years","Women",52,3
"2013","Narsaq","18-19 years","Men",8,2
"2013","Narsaq","18-19 years","Women",8,4
"2013","Narsaq","20-24 years","Men",46,11
"2013","Narsaq","20-24 years","Women",37,8
"2013","Narsaq","25-29 years","Men",40,6
"2013","Narsaq","25-29 years","Women",42,6
"2013","Narsaq","30-34 years","Men",39,5
"2013","Narsaq","30-34 years","Women",28,4
"2013","Narsaq","35-39 years","Men",26,4
"2013","Narsaq","35-39 years","Women",24,2
"2013","Narsaq","40-44 years","Men",26,4
"2013","Narsaq","40-44 years","Women",37,2
"2013","Narsaq","45-49 years","Men",81,19
"2013","Narsaq","45-49 years","Women",54,8
"2013","Narsaq","50-54 years","Men",68,8
"2013","Narsaq","50-54 years","Women",60,5
"2013","Narsaq","55-59 years","Men",66,8
"2013","Narsaq","55-59 years","Women",51,4
"2013","Narsaq","Over 60 years","Men",33,7
"2013","Narsaq","Over 60 years","Women",24,0
"2013","Ivittuut","18-19 years","Men",0,0
"2013","Ivittuut","18-19 years","Women",0,0
"2013","Ivittuut","20-24 years","Men",0,0
"2013","Ivittuut","20-24 years","Women",0,0
"2013","Ivittuut","25-29 years","Men",2,0
"2013","Ivittuut","25-29 years","Women",0,0
"2013","Ivittuut","30-34 years","Men",2,0
"2013","Ivittuut","30-34 years","Women",0,0
"2013","Ivittuut","35-39 years","Men",1,0
"2013","Ivittuut","35-39 years","Women",0,0
"2013","Ivittuut","40-44 years","Men",2,0
"2013","Ivittuut","40-44 years","Women",0,0
"2013","Ivittuut","45-49 years","Men",0,0
"2013","Ivittuut","45-49 years","Women",0,0
"2013","Ivittuut","50-54 years","Men",1,0
"2013","Ivittuut","50-54 years","Women",0,0
"2013","Ivittuut","55-59 years","Men",2,0
"2013","Ivittuut","55-59 years","Women",1,0
"2013","Ivittuut","Over 60 years","Men",1,0
"2013","Ivittuut","Over 60 years","Women",0,0
"2013","Paamiut","18-19 years","Men",12,2
"2013","Paamiut","18-19 years","Women",13,4
"2013","Paamiut","20-24 years","Men",59,10
"2013","Paamiut","20-24 years","Women",36,6
"2013","Paamiut","25-29 years","Men",42,7
"2013","Paamiut","25-29 years","Women",36,5
"2013","Paamiut","30-34 years","Men",49,8
"2013","Paamiut","30-34 years","Women",30,2
"2013","Paamiut","35-39 years","Men",37,6
"2013","Paamiut","35-39 years","Women",22,4
"2013","Paamiut","40-44 years","Men",35,3
"2013","Paamiut","40-44 years","Women",27,3
"2013","Paamiut","45-49 years","Men",68,10
"2013","Paamiut","45-49 years","Women",43,4
"2013","Paamiut","50-54 years","Men",54,7
"2013","Paamiut","50-54 years","Women",43,3
"2013","Paamiut","55-59 years","Men",43,5
"2013","Paamiut","55-59 years","Women",30,3
"2013","Paamiut","Over 60 years","Men",40,4
"2013","Paamiut","Over 60 years","Women",21,2
"2013","Nuuk","18-19 years","Men",111,18
"2013","Nuuk","18-19 years","Women",97,16
"2013","Nuuk","20-24 years","Men",425,51
"2013","Nuuk","20-24 years","Women",382,36
"2013","Nuuk","25-29 years","Men",534,46
"2013","Nuuk","25-29 years","Women",492,34
"2013","Nuuk","30-34 years","Men",554,41
"2013","Nuuk","30-34 years","Women",514,22
"2013","Nuuk","35-39 years","Men",490,21
"2013","Nuuk","35-39 years","Women",427,18
"2013","Nuuk","40-44 years","Men",522,26
"2013","Nuuk","40-44 years","Women",422,28
"2013","Nuuk","45-49 years","Men",740,58
"2013","Nuuk","45-49 years","Women",696,48
"2013","Nuuk","50-54 years","Men",693,59
"2013","Nuuk","50-54 years","Women",570,37
"2013","Nuuk","55-59 years","Men",523,38
"2013","Nuuk","55-59 years","Women",404,22
"2013","Nuuk","Over 60 years","Men",317,22
"2013","Nuuk","Over 60 years","Women",220,10
"2013","Maniitsoq","18-19 years","Men",18,3
"2013","Maniitsoq","18-19 years","Women",15,5
"2013","Maniitsoq","20-24 years","Men",104,13
"2013","Maniitsoq","20-24 years","Women",59,11
"2013","Maniitsoq","25-29 years","Men",63,8
"2013","Maniitsoq","25-29 years","Women",67,14
"2013","Maniitsoq","30-34 years","Men",92,12
"2013","Maniitsoq","30-34 years","Women",75,10
"2013","Maniitsoq","35-39 years","Men",75,6
"2013","Maniitsoq","35-39 years","Women",54,5
"2013","Maniitsoq","40-44 years","Men",77,14
"2013","Maniitsoq","40-44 years","Women",59,3
"2013","Maniitsoq","45-49 years","Men",131,13
"2013","Maniitsoq","45-49 years","Women",111,7
"2013","Maniitsoq","50-54 years","Men",117,12
"2013","Maniitsoq","50-54 years","Women",119,6
"2013","Maniitsoq","55-59 years","Men",102,10
"2013","Maniitsoq","55-59 years","Women",63,4
"2013","Maniitsoq","Over 60 years","Men",59,2
"2013","Maniitsoq","Over 60 years","Women",46,2
"2013","Sisimiut","18-19 years","Men",48,4
"2013","Sisimiut","18-19 years","Women",42,9
"2013","Sisimiut","20-24 years","Men",212,13
"2013","Sisimiut","20-24 years","Women",146,19
"2013","Sisimiut","25-29 years","Men",184,13
"2013","Sisimiut","25-29 years","Women",147,20
"2013","Sisimiut","30-34 years","Men",159,12
"2013","Sisimiut","30-34 years","Women",162,14
"2013","Sisimiut","35-39 years","Men",145,8
"2013","Sisimiut","35-39 years","Women",134,9
"2013","Sisimiut","40-44 years","Men",182,12
"2013","Sisimiut","40-44 years","Women",166,12
"2013","Sisimiut","45-49 years","Men",274,14
"2013","Sisimiut","45-49 years","Women",233,15
"2013","Sisimiut","50-54 years","Men",216,15
"2013","Sisimiut","50-54 years","Women",176,8
"2013","Sisimiut","55-59 years","Men",169,13
"2013","Sisimiut","55-59 years","Women",126,6
"2013","Sisimiut","Over 60 years","Men",116,9
"2013","Sisimiut","Over 60 years","Women",72,5
"2013","Kangaatsiaq","18-19 years","Men",8,4
"2013","Kangaatsiaq","18-19 years","Women",7,4
"2013","Kangaatsiaq","20-24 years","Men",46,12
"2013","Kangaatsiaq","20-24 years","Women",38,18
"2013","Kangaatsiaq","25-29 years","Men",32,7
"2013","Kangaatsiaq","25-29 years","Women",22,5
"2013","Kangaatsiaq","30-34 years","Men",23,7
"2013","Kangaatsiaq","30-34 years","Women",23,8
"2013","Kangaatsiaq","35-39 years","Men",22,3
"2013","Kangaatsiaq","35-39 years","Women",17,3
"2013","Kangaatsiaq","40-44 years","Men",21,3
"2013","Kangaatsiaq","40-44 years","Women",26,4
"2013","Kangaatsiaq","45-49 years","Men",40,6
"2013","Kangaatsiaq","45-49 years","Women",41,5
"2013","Kangaatsiaq","50-54 years","Men",37,5
"2013","Kangaatsiaq","50-54 years","Women",32,5
"2013","Kangaatsiaq","55-59 years","Men",36,4
"2013","Kangaatsiaq","55-59 years","Women",18,3
"2013","Kangaatsiaq","Over 60 years","Men",11,2
"2013","Kangaatsiaq","Over 60 years","Women",6,0
"2013","Aasiaat","18-19 years","Men",29,4
"2013","Aasiaat","18-19 years","Women",33,4
"2013","Aasiaat","20-24 years","Men",95,6
"2013","Aasiaat","20-24 years","Women",65,10
"2013","Aasiaat","25-29 years","Men",88,10
"2013","Aasiaat","25-29 years","Women",64,8
"2013","Aasiaat","30-34 years","Men",69,6
"2013","Aasiaat","30-34 years","Women",60,8
"2013","Aasiaat","35-39 years","Men",48,5
"2013","Aasiaat","35-39 years","Women",63,7
"2013","Aasiaat","40-44 years","Men",91,8
"2013","Aasiaat","40-44 years","Women",71,3
"2013","Aasiaat","45-49 years","Men",139,18
"2013","Aasiaat","45-49 years","Women",101,9
"2013","Aasiaat","50-54 years","Men",112,14
"2013","Aasiaat","50-54 years","Women",76,8
"2013","Aasiaat","55-59 years","Men",94,11
"2013","Aasiaat","55-59 years","Women",52,1
"2013","Aasiaat","Over 60 years","Men",45,6
"2013","Aasiaat","Over 60 years","Women",44,2
"2013","Qasigiannguit","18-19 years","Men",10,2
"2013","Qasigiannguit","18-19 years","Women",12,3
"2013","Qasigiannguit","20-24 years","Men",39,5
"2013","Qasigiannguit","20-24 years","Women",33,6
"2013","Qasigiannguit","25-29 years","Men",37,4
"2013","Qasigiannguit","25-29 years","Women",27,3
"2013","Qasigiannguit","30-34 years","Men",31,3
"2013","Qasigiannguit","30-34 years","Women",28,4
"2013","Qasigiannguit","35-39 years","Men",32,4
"2013","Qasigiannguit","35-39 years","Women",25,1
"2013","Qasigiannguit","40-44 years","Men",41,5
"2013","Qasigiannguit","40-44 years","Women",33,2
"2013","Qasigiannguit","45-49 years","Men",58,2
"2013","Qasigiannguit","45-49 years","Women",52,4
"2013","Qasigiannguit","50-54 years","Men",35,2
"2013","Qasigiannguit","50-54 years","Women",32,3
"2013","Qasigiannguit","55-59 years","Men",25,1
"2013","Qasigiannguit","55-59 years","Women",30,2
"2013","Qasigiannguit","Over 60 years","Men",27,3
"2013","Qasigiannguit","Over 60 years","Women",18,1
"2013","Ilulissat","18-19 years","Men",29,4
"2013","Ilulissat","18-19 years","Women",27,5
"2013","Ilulissat","20-24 years","Men",127,17
"2013","Ilulissat","20-24 years","Women",103,16
"2013","Ilulissat","25-29 years","Men",135,12
"2013","Ilulissat","25-29 years","Women",110,17
"2013","Ilulissat","30-34 years","Men",128,10
"2013","Ilulissat","30-34 years","Women",144,15
"2013","Ilulissat","35-39 years","Men",135,6
"2013","Ilulissat","35-39 years","Women",115,7
"2013","Ilulissat","40-44 years","Men",166,15
"2013","Ilulissat","40-44 years","Women",113,10
"2013","Ilulissat","45-49 years","Men",190,14
"2013","Ilulissat","45-49 years","Women",197,12
"2013","Ilulissat","50-54 years","Men",183,15
"2013","Ilulissat","50-54 years","Women",140,8
"2013","Ilulissat","55-59 years","Men",111,4
"2013","Ilulissat","55-59 years","Women",79,5
"2013","Ilulissat","Over 60 years","Men",83,3
"2013","Ilulissat","Over 60 years","Women",55,4
"2013","Qeqertarsuaq","18-19 years","Men",4,1
"2013","Qeqertarsuaq","18-19 years","Women",3,1
"2013","Qeqertarsuaq","20-24 years","Men",20,5
"2013","Qeqertarsuaq","20-24 years","Women",19,3
"2013","Qeqertarsuaq","25-29 years","Men",23,1
"2013","Qeqertarsuaq","25-29 years","Women",12,1
"2013","Qeqertarsuaq","30-34 years","Men",8,0
"2013","Qeqertarsuaq","30-34 years","Women",22,4
"2013","Qeqertarsuaq","35-39 years","Men",19,1
"2013","Qeqertarsuaq","35-39 years","Women",10,1
"2013","Qeqertarsuaq","40-44 years","Men",22,1
"2013","Qeqertarsuaq","40-44 years","Women",20,0
"2013","Qeqertarsuaq","45-49 years","Men",41,2
"2013","Qeqertarsuaq","45-49 years","Women",34,2
"2013","Qeqertarsuaq","50-54 years","Men",33,3
"2013","Qeqertarsuaq","50-54 years","Women",29,1
"2013","Qeqertarsuaq","55-59 years","Men",23,1
"2013","Qeqertarsuaq","55-59 years","Women",21,0
"2013","Qeqertarsuaq","Over 60 years","Men",15,0
"2013","Qeqertarsuaq","Over 60 years","Women",10,1
"2013","Uummannaq","18-19 years","Men",18,2
"2013","Uummannaq","18-19 years","Women",20,5
"2013","Uummannaq","20-24 years","Men",76,11
"2013","Uummannaq","20-24 years","Women",56,11
"2013","Uummannaq","25-29 years","Men",58,4
"2013","Uummannaq","25-29 years","Women",49,4
"2013","Uummannaq","30-34 years","Men",54,6
"2013","Uummannaq","30-34 years","Women",43,6
"2013","Uummannaq","35-39 years","Men",49,2
"2013","Uummannaq","35-39 years","Women",43,4
"2013","Uummannaq","40-44 years","Men",52,3
"2013","Uummannaq","40-44 years","Women",57,5
"2013","Uummannaq","45-49 years","Men",110,6
"2013","Uummannaq","45-49 years","Women",83,5
"2013","Uummannaq","50-54 years","Men",80,9
"2013","Uummannaq","50-54 years","Women",68,3
"2013","Uummannaq","55-59 years","Men",73,5
"2013","Uummannaq","55-59 years","Women",43,2
"2013","Uummannaq","Over 60 years","Men",42,1
"2013","Uummannaq","Over 60 years","Women",28,2
"2013","Upernavik","18-19 years","Men",20,7
"2013","Upernavik","18-19 years","Women",18,8
"2013","Upernavik","20-24 years","Men",77,16
"2013","Upernavik","20-24 years","Women",71,22
"2013","Upernavik","25-29 years","Men",67,8
"2013","Upernavik","25-29 years","Women",40,10
"2013","Upernavik","30-34 years","Men",80,10
"2013","Upernavik","30-34 years","Women",61,14
"2013","Upernavik","35-39 years","Men",75,6
"2013","Upernavik","35-39 years","Women",56,9
"2013","Upernavik","40-44 years","Men",78,7
"2013","Upernavik","40-44 years","Women",69,8
"2013","Upernavik","45-49 years","Men",104,8
"2013","Upernavik","45-49 years","Women",71,8
"2013","Upernavik","50-54 years","Men",97,7
"2013","Upernavik","50-54 years","Women",64,6
"2013","Upernavik","55-59 years","Men",53,6
"2013","Upernavik","55-59 years","Women",26,3
"2013","Upernavik","Over 60 years","Men",35,3
"2013","Upernavik","Over 60 years","Women",21,2
"2013","Qaanaaq","18-19 years","Men",8,4
"2013","Qaanaaq","18-19 years","Women",7,5
"2013","Qaanaaq","20-24 years","Men",26,9
"2013","Qaanaaq","20-24 years","Women",19,8
"2013","Qaanaaq","25-29 years","Men",16,8
"2013","Qaanaaq","25-29 years","Women",16,8
"2013","Qaanaaq","30-34 years","Men",17,7
"2013","Qaanaaq","30-34 years","Women",15,4
"2013","Qaanaaq","35-39 years","Men",12,4
"2013","Qaanaaq","35-39 years","Women",9,2
"2013","Qaanaaq","40-44 years","Men",22,5
"2013","Qaanaaq","40-44 years","Women",15,4
"2013","Qaanaaq","45-49 years","Men",33,6
"2013","Qaanaaq","45-49 years","Women",24,7
"2013","Qaanaaq","50-54 years","Men",24,2
"2013","Qaanaaq","50-54 years","Women",27,4
"2013","Qaanaaq","55-59 years","Men",14,3
"2013","Qaanaaq","55-59 years","Women",11,1
"2013","Qaanaaq","Over 60 years","Men",6,0
"2013","Qaanaaq","Over 60 years","Women",5,1
"2013","Tasiilaq","18-19 years","Men",23,5
"2013","Tasiilaq","18-19 years","Women",25,6
"2013","Tasiilaq","20-24 years","Men",72,17
"2013","Tasiilaq","20-24 years","Women",60,21
"2013","Tasiilaq","25-29 years","Men",83,14
"2013","Tasiilaq","25-29 years","Women",80,24
"2013","Tasiilaq","30-34 years","Men",71,10
"2013","Tasiilaq","30-34 years","Women",66,16
"2013","Tasiilaq","35-39 years","Men",67,6
"2013","Tasiilaq","35-39 years","Women",48,7
"2013","Tasiilaq","40-44 years","Men",80,15
"2013","Tasiilaq","40-44 years","Women",60,9
"2013","Tasiilaq","45-49 years","Men",79,11
"2013","Tasiilaq","45-49 years","Women",92,23
"2013","Tasiilaq","50-54 years","Men",75,14
"2013","Tasiilaq","50-54 years","Women",53,11
"2013","Tasiilaq","55-59 years","Men",61,13
"2013","Tasiilaq","55-59 years","Women",37,8
"2013","Tasiilaq","Over 60 years","Men",36,5
"2013","Tasiilaq","Over 60 years","Women",13,2
"2013","Ittoqqortoormiit","18-19 years","Men",4,2
"2013","Ittoqqortoormiit","18-19 years","Women",2,1
"2013","Ittoqqortoormiit","20-24 years","Men",9,3
"2013","Ittoqqortoormiit","20-24 years","Women",8,3
"2013","Ittoqqortoormiit","25-29 years","Men",20,4
"2013","Ittoqqortoormiit","25-29 years","Women",15,6
"2013","Ittoqqortoormiit","30-34 years","Men",4,0
"2013","Ittoqqortoormiit","30-34 years","Women",11,2
"2013","Ittoqqortoormiit","35-39 years","Men",14,3
"2013","Ittoqqortoormiit","35-39 years","Women",9,3
"2013","Ittoqqortoormiit","40-44 years","Men",6,1
"2013","Ittoqqortoormiit","40-44 years","Women",3,1
"2013","Ittoqqortoormiit","45-49 years","Men",11,1
"2013","Ittoqqortoormiit","45-49 years","Women",16,5
"2013","Ittoqqortoormiit","50-54 years","Men",16,4
"2013","Ittoqqortoormiit","50-54 years","Women",14,2
"2013","Ittoqqortoormiit","55-59 years","Men",10,2
"2013","Ittoqqortoormiit","55-59 years","Women",7,1
"2013","Ittoqqortoormiit","Over 60 years","Men",5,0
"2013","Ittoqqortoormiit","Over 60 years","Women",0,0
"2014","Nanortalik","18-19 years","Men",9,1
"2014","Nanortalik","18-19 years","Women",11,3
"2014","Nanortalik","20-24 years","Men",45,11
"2014","Nanortalik","20-24 years","Women",29,9
"2014","Nanortalik","25-29 years","Men",46,10
"2014","Nanortalik","25-29 years","Women",33,10
"2014","Nanortalik","30-34 years","Men",40,8
"2014","Nanortalik","30-34 years","Women",40,6
"2014","Nanortalik","35-39 years","Men",39,8
"2014","Nanortalik","35-39 years","Women",26,2
"2014","Nanortalik","40-44 years","Men",47,8
"2014","Nanortalik","40-44 years","Women",21,2
"2014","Nanortalik","45-49 years","Men",55,9
"2014","Nanortalik","45-49 years","Women",59,7
"2014","Nanortalik","50-54 years","Men",54,9
"2014","Nanortalik","50-54 years","Women",45,4
"2014","Nanortalik","55-59 years","Men",54,10
"2014","Nanortalik","55-59 years","Women",30,2
"2014","Nanortalik","Over 60 years","Men",36,2
"2014","Nanortalik","Over 60 years","Women",20,1
"2014","Qaqortoq","18-19 years","Men",21,4
"2014","Qaqortoq","18-19 years","Women",18,3
"2014","Qaqortoq","20-24 years","Men",84,17
"2014","Qaqortoq","20-24 years","Women",74,9
"2014","Qaqortoq","25-29 years","Men",87,13
"2014","Qaqortoq","25-29 years","Women",85,11
"2014","Qaqortoq","30-34 years","Men",72,10
"2014","Qaqortoq","30-34 years","Women",68,5
"2014","Qaqortoq","35-39 years","Men",63,2
"2014","Qaqortoq","35-39 years","Women",58,5
"2014","Qaqortoq","40-44 years","Men",56,4
"2014","Qaqortoq","40-44 years","Women",64,4
"2014","Qaqortoq","45-49 years","Men",120,13
"2014","Qaqortoq","45-49 years","Women",93,8
"2014","Qaqortoq","50-54 years","Men",128,14
"2014","Qaqortoq","50-54 years","Women",113,7
"2014","Qaqortoq","55-59 years","Men",94,7
"2014","Qaqortoq","55-59 years","Women",85,2
"2014","Qaqortoq","Over 60 years","Men",73,11
"2014","Qaqortoq","Over 60 years","Women",52,3
"2014","Narsaq","18-19 years","Men",13,4
"2014","Narsaq","18-19 years","Women",6,1
"2014","Narsaq","20-24 years","Men",48,14
"2014","Narsaq","20-24 years","Women",34,10
"2014","Narsaq","25-29 years","Men",39,7
"2014","Narsaq","25-29 years","Women",36,6
"2014","Narsaq","30-34 years","Men",44,7
"2014","Narsaq","30-34 years","Women",36,5
"2014","Narsaq","35-39 years","Men",32,3
"2014","Narsaq","35-39 years","Women",31,6
"2014","Narsaq","40-44 years","Men",26,5
"2014","Narsaq","40-44 years","Women",25,2
"2014","Narsaq","45-49 years","Men",77,18
"2014","Narsaq","45-49 years","Women",56,10
"2014","Narsaq","50-54 years","Men",66,8
"2014","Narsaq","50-54 years","Women",59,7
"2014","Narsaq","55-59 years","Men",65,9
"2014","Narsaq","55-59 years","Women",53,5
"2014","Narsaq","Over 60 years","Men",40,7
"2014","Narsaq","Over 60 years","Women",26,0
"2014","Ivittuut","18-19 years","Men",0,0
"2014","Ivittuut","18-19 years","Women",0,0
"2014","Ivittuut","20-24 years","Men",0,0
"2014","Ivittuut","20-24 years","Women",0,0
"2014","Ivittuut","25-29 years","Men",1,0
"2014","Ivittuut","25-29 years","Women",0,0
"2014","Ivittuut","30-34 years","Men",0,0
"2014","Ivittuut","30-34 years","Women",0,0
"2014","Ivittuut","35-39 years","Men",1,0
"2014","Ivittuut","35-39 years","Women",0,0
"2014","Ivittuut","40-44 years","Men",0,0
"2014","Ivittuut","40-44 years","Women",0,0
"2014","Ivittuut","45-49 years","Men",1,0
"2014","Ivittuut","45-49 years","Women",0,0
"2014","Ivittuut","50-54 years","Men",0,0
"2014","Ivittuut","50-54 years","Women",0,0
"2014","Ivittuut","55-59 years","Men",0,0
"2014","Ivittuut","55-59 years","Women",0,0
"2014","Ivittuut","Over 60 years","Men",0,0
"2014","Ivittuut","Over 60 years","Women",0,0
"2014","Paamiut","18-19 years","Men",9,3
"2014","Paamiut","18-19 years","Women",9,3
"2014","Paamiut","20-24 years","Men",46,10
"2014","Paamiut","20-24 years","Women",33,9
"2014","Paamiut","25-29 years","Men",41,8
"2014","Paamiut","25-29 years","Women",35,8
"2014","Paamiut","30-34 years","Men",56,9
"2014","Paamiut","30-34 years","Women",34,7
"2014","Paamiut","35-39 years","Men",30,5
"2014","Paamiut","35-39 years","Women",28,5
"2014","Paamiut","40-44 years","Men",27,3
"2014","Paamiut","40-44 years","Women",20,4
"2014","Paamiut","45-49 years","Men",60,9
"2014","Paamiut","45-49 years","Women",43,4
"2014","Paamiut","50-54 years","Men",64,10
"2014","Paamiut","50-54 years","Women",41,5
"2014","Paamiut","55-59 years","Men",40,4
"2014","Paamiut","55-59 years","Women",35,4
"2014","Paamiut","Over 60 years","Men",41,4
"2014","Paamiut","Over 60 years","Women",20,1
"2014","Nuuk","18-19 years","Men",81,20
"2014","Nuuk","18-19 years","Women",94,17
"2014","Nuuk","20-24 years","Men",406,58
"2014","Nuuk","20-24 years","Women",364,42
"2014","Nuuk","25-29 years","Men",523,48
"2014","Nuuk","25-29 years","Women",473,36
"2014","Nuuk","30-34 years","Men",546,41
"2014","Nuuk","30-34 years","Women",548,31
"2014","Nuuk","35-39 years","Men",515,27
"2014","Nuuk","35-39 years","Women",452,22
"2014","Nuuk","40-44 years","Men",510,24
"2014","Nuuk","40-44 years","Women",394,25
"2014","Nuuk","45-49 years","Men",676,62
"2014","Nuuk","45-49 years","Women",640,47
"2014","Nuuk","50-54 years","Men",694,63
"2014","Nuuk","50-54 years","Women",627,55
"2014","Nuuk","55-59 years","Men",539,53
"2014","Nuuk","55-59 years","Women",419,27
"2014","Nuuk","Over 60 years","Men",331,19
"2014","Nuuk","Over 60 years","Women",244,12
"2014","Maniitsoq","18-19 years","Men",26,3
"2014","Maniitsoq","18-19 years","Women",17,5
"2014","Maniitsoq","20-24 years","Men",88,12
"2014","Maniitsoq","20-24 years","Women",57,10
"2014","Maniitsoq","25-29 years","Men",84,11
"2014","Maniitsoq","25-29 years","Women",68,9
"2014","Maniitsoq","30-34 years","Men",92,11
"2014","Maniitsoq","30-34 years","Women",73,11
"2014","Maniitsoq","35-39 years","Men",70,4
"2014","Maniitsoq","35-39 years","Women",50,4
"2014","Maniitsoq","40-44 years","Men",71,8
"2014","Maniitsoq","40-44 years","Women",53,1
"2014","Maniitsoq","45-49 years","Men",122,11
"2014","Maniitsoq","45-49 years","Women",102,5
"2014","Maniitsoq","50-54 years","Men",123,12
"2014","Maniitsoq","50-54 years","Women",124,5
"2014","Maniitsoq","55-59 years","Men",104,8
"2014","Maniitsoq","55-59 years","Women",67,6
"2014","Maniitsoq","Over 60 years","Men",67,2
"2014","Maniitsoq","Over 60 years","Women",48,3
"2014","Sisimiut","18-19 years","Men",42,6
"2014","Sisimiut","18-19 years","Women",37,7
"2014","Sisimiut","20-24 years","Men",214,13
"2014","Sisimiut","20-24 years","Women",153,27
"2014","Sisimiut","25-29 years","Men",191,12
"2014","Sisimiut","25-29 years","Women",141,20
"2014","Sisimiut","30-34 years","Men",158,12
"2014","Sisimiut","30-34 years","Women",154,13
"2014","Sisimiut","35-39 years","Men",156,9
"2014","Sisimiut","35-39 years","Women",149,10
"2014","Sisimiut","40-44 years","Men",156,11
"2014","Sisimiut","40-44 years","Women",155,15
"2014","Sisimiut","45-49 years","Men",274,11
"2014","Sisimiut","45-49 years","Women",214,14
"2014","Sisimiut","50-54 years","Men",225,17
"2014","Sisimiut","50-54 years","Women",202,11
"2014","Sisimiut","55-59 years","Men",176,9
"2014","Sisimiut","55-59 years","Women",123,7
"2014","Sisimiut","Over 60 years","Men",128,11
"2014","Sisimiut","Over 60 years","Women",78,4
"2014","Kangaatsiaq","18-19 years","Men",6,4
"2014","Kangaatsiaq","18-19 years","Women",2,1
"2014","Kangaatsiaq","20-24 years","Men",39,12
"2014","Kangaatsiaq","20-24 years","Women",28,15
"2014","Kangaatsiaq","25-29 years","Men",38,6
"2014","Kangaatsiaq","25-29 years","Women",34,7
"2014","Kangaatsiaq","30-34 years","Men",29,6
"2014","Kangaatsiaq","30-34 years","Women",26,6
"2014","Kangaatsiaq","35-39 years","Men",17,2
"2014","Kangaatsiaq","35-39 years","Women",15,2
"2014","Kangaatsiaq","40-44 years","Men",28,5
"2014","Kangaatsiaq","40-44 years","Women",22,3
"2014","Kangaatsiaq","45-49 years","Men",36,4
"2014","Kangaatsiaq","45-49 years","Women",37,5
"2014","Kangaatsiaq","50-54 years","Men",42,3
"2014","Kangaatsiaq","50-54 years","Women",31,4
"2014","Kangaatsiaq","55-59 years","Men",36,6
"2014","Kangaatsiaq","55-59 years","Women",23,5
"2014","Kangaatsiaq","Over 60 years","Men",17,2
"2014","Kangaatsiaq","Over 60 years","Women",6,0
"2014","Aasiaat","18-19 years","Men",27,4
"2014","Aasiaat","18-19 years","Women",28,5
"2014","Aasiaat","20-24 years","Men",97,11
"2014","Aasiaat","20-24 years","Women",76,14
"2014","Aasiaat","25-29 years","Men",91,9
"2014","Aasiaat","25-29 years","Women",68,9
"2014","Aasiaat","30-34 years","Men",87,6
"2014","Aasiaat","30-34 years","Women",64,8
"2014","Aasiaat","35-39 years","Men",43,6
"2014","Aasiaat","35-39 years","Women",53,6
"2014","Aasiaat","40-44 years","Men",74,7
"2014","Aasiaat","40-44 years","Women",63,5
"2014","Aasiaat","45-49 years","Men",130,16
"2014","Aasiaat","45-49 years","Women",93,8
"2014","Aasiaat","50-54 years","Men",122,12
"2014","Aasiaat","50-54 years","Women",82,6
"2014","Aasiaat","55-59 years","Men",97,10
"2014","Aasiaat","55-59 years","Women",55,3
"2014","Aasiaat","Over 60 years","Men",46,5
"2014","Aasiaat","Over 60 years","Women",47,2
"2014","Qasigiannguit","18-19 years","Men",4,1
"2014","Qasigiannguit","18-19 years","Women",8,1
"2014","Qasigiannguit","20-24 years","Men",38,5
"2014","Qasigiannguit","20-24 years","Women",35,7
"2014","Qasigiannguit","25-29 years","Men",41,4
"2014","Qasigiannguit","25-29 years","Women",30,2
"2014","Qasigiannguit","30-34 years","Men",34,4
"2014","Qasigiannguit","30-34 years","Women",24,2
"2014","Qasigiannguit","35-39 years","Men",28,4
"2014","Qasigiannguit","35-39 years","Women",29,1
"2014","Qasigiannguit","40-44 years","Men",38,4
"2014","Qasigiannguit","40-44 years","Women",33,3
"2014","Qasigiannguit","45-49 years","Men",54,3
"2014","Qasigiannguit","45-49 years","Women",41,2
"2014","Qasigiannguit","50-54 years","Men",40,3
"2014","Qasigiannguit","50-54 years","Women",34,2
"2014","Qasigiannguit","55-59 years","Men",29,2
"2014","Qasigiannguit","55-59 years","Women",31,0
"2014","Qasigiannguit","Over 60 years","Men",31,3
"2014","Qasigiannguit","Over 60 years","Women",22,1
"2014","Ilulissat","18-19 years","Men",22,2
"2014","Ilulissat","18-19 years","Women",28,8
"2014","Ilulissat","20-24 years","Men",122,14
"2014","Ilulissat","20-24 years","Women",99,17
"2014","Ilulissat","25-29 years","Men",149,14
"2014","Ilulissat","25-29 years","Women",110,10
"2014","Ilulissat","30-34 years","Men",115,6
"2014","Ilulissat","30-34 years","Women",136,14
"2014","Ilulissat","35-39 years","Men",121,7
"2014","Ilulissat","35-39 years","Women",114,11
"2014","Ilulissat","40-44 years","Men",155,12
"2014","Ilulissat","40-44 years","Women",102,6
"2014","Ilulissat","45-49 years","Men",187,10
"2014","Ilulissat","45-49 years","Women",192,15
"2014","Ilulissat","50-54 years","Men",168,16
"2014","Ilulissat","50-54 years","Women",134,6
"2014","Ilulissat","55-59 years","Men",119,8
"2014","Ilulissat","55-59 years","Women",92,5
